495s;12.0;43.6%;4814.20718;8538.00000;46;55;7213.85161;246730;564796
500s;12.0;43.6%;4816.58495;8538.00000;51;cutoff;248318;568498
506s;12.0;43.5%;4819.81693;8538.00000;22;48;8190.68473;250332;572886
510s;12.0;43.5%;4821.85789;8538.00000;53;infeasible;251568;576229
515s;12.0;43.5%;4823.46746;8538.00000;78;43;5219.64642;252852;579854
521s;12.0;43.5%;4826.60247;8538.00000;32;55;8215.42494;254533;584091
525s;12.0;43.4%;4828.26240;8538.00000;59;50;6363.24544;256161;586987
530s;12.0;43.4%;4830.78778;8538.00000;104;35;6102.24042;257229;590740
536s;12.0;43.4%;4833.29241;8538.00000;79;38;5320.41470;259220;595268
540s;12.0;43.4%;4834.99034;8538.00000;51;45;6181.29300;260456;598553
541s;12.0;42.7%;4835.46715;8444.0000000;74;256849;*599508
545s;12.0;42.7%;4836.61071;8444.00000;61;39;5657.66058;258305;601148
550s;12.0;42.7%;4838.92989;8444.00000;80;40;5358.84608;259680;604379
555s;12.0;42.7%;4840.82505;8444.00000;26;67;7939.41225;261007;607913
561s;12.0;42.6%;4843.73751;8444.00000;62;infeasible;262765;612615
566s;12.0;42.6%;4845.44178;8444.00000;79;49;5226.07972;264367;615922
571s;12.0;42.6%;4847.87312;8444.00000;25;50;8266.56472;265468;619430
576s;12.0;42.6%;4849.76067;8444.00000;78;46;5635.85058;267069;622970
582s;12.0;42.5%;4851.72608;8444.00000;59;44;6759.86124;268678;626843
587s;12.0;42.5%;4854.00000;8444.00000;81;40;5377.56797;270176;630462
591s;12.0;42.5%;4856.32560;8444.00000;45;43;6865.60838;271216;634026
597s;12.0;42.5%;4858.17086;8444.00000;57;40;5990.88792;272548;637433
602s;12.0;42.4%;4859.68881;8444.00000;57;infeasible;273970;640006
607s;12.1;42.4%;4862.44542;8444.00000;44;46;5867.11155;274984;643787
611s;12.1;42.4%;4863.66669;8444.00000;79;44;5157.91787;276220;646816
617s;12.1;42.4%;4866.04263;8444.00000;46;infeasible;277650;650660
620s;12.1;42.4%;4866.91755;8444.00000;84;34;5381.57839;278599;651979
627s;12.1;42.3%;4869.66828;8444.00000;92;50;5407.81892;280426;657082
630s;12.1;42.3%;4870.76237;8444.00000;77;51;6068.68545;281050;659116
636s;12.1;42.3%;4872.24363;8444.00000;101;39;5397.67187;282591;661616
641s;12.1;42.3%;4874.36251;8444.00000;89;42;4939.89739;283808;665684
646s;12.1;42.3%;4876.25235;8444.00000;37;49;8065.40216;284827;668693
652s;12.1;42.2%;4878.48744;8444.00000;66;57;6183.87580;286334;672659
655s;12.1;42.2%;4879.68713;8444.00000;86;45;5415.80838;286811;674191
661s;12.1;42.2%;4881.82099;8444.00000;76;41;5070.95644;288128;677938
666s;12.1;42.2%;4883.73217;8444.00000;21;69;8371.00000;289318;681147
673s;12.1;42.1%;4884.94740;8444.00000;63;50;5761.29535;291076;684115
675s;12.1;42.1%;4886.56337;8444.00000;71;44;6025.45975;291638;686634
681s;12.1;42.1%;4888.44924;8444.00000;56;45;5678.90737;292994;689678
686s;12.1;42.1%;4890.36315;8444.00000;83;40;5861.22069;294088;693089
693s;12.1;42.1%;4892.13034;8444.00000;38;54;8348.39932;295718;696418
695s;12.1;42.0%;4893.54389;8444.00000;63;38;6111.49658;296237;698925
701s;12.1;42.0%;4895.25244;8444.00000;74;46;5969.46249;297403;702323
706s;12.1;42.0%;4897.01771;8444.00000;80;48;5506.97499;298685;705713
712s;12.1;42.0%;4898.76603;8444.00000;77;42;5085.28742;299954;708800
715s;12.1;42.0%;4899.54724;8444.00000;20;62;8308.00000;300521;710185
721s;12.1;41.9%;4901.99392;8444.00000;34;52;7060.82415;302034;714179
726s;12.1;41.9%;4903.01086;8444.00000;65;46;6083.02499;303106;717229
732s;12.1;41.9%;4904.86183;8444.00000;57;50;7476.63032;304567;720669
737s;12.1;41.9%;4906.49611;8444.00000;50;44;6975.22151;305790;723650
742s;12.1;41.9%;4908.06374;8444.00000;31;48;8358.35846;306669;726680
745s;12.1;41.9%;4908.90236;8444.00000;45;48;7284.17281;307547;728074
750s;12.1;41.8%;4910.59036;8444.00000;79;44;5777.80930;308681;731348
755s;12.1;41.8%;4912.18941;8444.00000;59;43;4998.23040;309672;734578
761s;12.1;41.8%;4913.70988;8444.00000;64;47;7165.49904;310990;738045
767s;12.1;41.8%;4915.48894;8444.00000;19;58;8155.56149;312493;741026
772s;12.1;41.8%;4917.16920;8444.00000;50;50;7674.18828;313548;744552
775s;12.1;41.8%;4918.06220;8444.00000;53;infeasible;314100;745856
782s;12.1;41.7%;4919.52237;8444.00000;55;infeasible;315581;748939
785s;12.1;41.7%;4920.90821;8444.00000;78;40;5468.60556;316133;751406
791s;12.1;41.7%;4923.07623;8444.00000;20;47;7768.20968;317603;754500
797s;12.1;41.7%;4925.16340;8444.00000;41;52;7872.07164;319159;758220
800s;12.1;41.7%;4926.18189;8444.00000;63;52;7306.71911;319803;760441
807s;12.1;41.6%;4927.83082;8444.00000;46;47;8317.68717;321208;763452
814s;12.1;41.6%;4929.18282;8444.00000;32;44;7673.14675;322988;766434
817s;12.1;41.6%;4930.69284;8444.00000;89;40;5172.50166;323545;769580
820s;12.1;41.6%;4931.42616;8444.00000;56;47;6609.87840;324153;771007
829s;12.1;41.6%;4932.99334;8444.00000;19;56;8188.87478;324848;774204
829s;12.1;40.1%;4932.99334;8234.0000000;311947;H774207
829s;12.1;39.6%;4932.99334;8167.0000000;307397;H774216
831s;12.1;39.6%;4933.13114;8167.00000;57;cutoff;307650;774282
837s;12.1;39.6%;4934.65415;8167.00000;74;43;5569.25896;308634;776713
841s;12.1;39.6%;4935.58395;8167.00000;32;49;7431.69896;309119;778100
847s;12.1;39.5%;4937.61244;8167.00000;47;49;8092.80444;310287;781367
850s;12.1;39.5%;4938.57358;8167.00000;50;47;6464.31740;310873;783029
856s;12.1;39.5%;4940.18142;8167.00000;40;cutoff;311869;786237
860s;12.1;39.5%;4940.98928;8167.00000;68;42;6530.23469;312493;787336
867s;12.1;39.5%;4943.37520;8167.00000;94;45;5256.26489;313751;790999
871s;12.1;39.5%;4944.44420;8167.00000;55;40;6123.76684;314375;792706
875s;12.1;39.4%;4945.40896;8167.00000;37;57;6712.00000;315006;794999
882s;12.1;39.4%;4946.46210;8167.00000;8;59;7734.00000;316061;798020
885s;12.1;39.4%;4947.73924;8167.00000;53;infeasible;316597;799842
892s;12.1;39.4%;4949.11317;8167.00000;86;51;5810.03554;317619;803098
895s;12.1;39.4%;4949.79733;8167.00000;64;50;6537.08517;318244;804948
901s;12.1;39.4%;4951.44043;8167.00000;108;37;4984.84683;319238;807895
905s;12.1;39.4%;4952.11901;8167.00000;57;56;6877.41912;319752;809448
912s;12.1;39.3%;4954.03113;8167.00000;73;45;5878.50214;320903;812887
916s;12.1;39.3%;4954.78385;8167.00000;70;41;5591.18388;321528;814559
923s;12.1;39.3%;4956.72289;8167.00000;78;40;5023.85180;322748;818029
926s;12.1;39.3%;4957.50534;8167.00000;55;48;7715.91237;323303;819850
930s;12.2;39.3%;4958.37440;8167.00000;59;infeasible;323866;821402
937s;12.2;39.3%;4960.30334;8167.00000;60;40;5620.75210;324900;824803
941s;12.2;39.3%;4961.21697;8167.00000;64;45;6350.27295;325502;826491
947s;12.2;39.2%;4962.76440;8167.00000;45;cutoff;326459;829537
951s;12.2;39.2%;4963.44327;8167.00000;58;49;8031.75790;326987;831322
958s;12.2;39.2%;4964.96314;8167.00000;64;45;5847.23631;328138;834544
962s;12.2;39.2%;4966.02211;8167.00000;90;38;5116.38972;328705;836207
965s;12.2;39.2%;4966.99900;8167.00000;54;infeasible;329345;837973
972s;12.2;39.2%;4968.15587;8167.00000;58;45;7264.55338;330383;841311
976s;12.2;39.2%;4969.16762;8167.00000;67;43;6710.64792;331009;842983
983s;12.2;39.1%;4970.73723;8167.00000;47;46;6218.49370;332186;846279
986s;12.2;39.1%;4971.36666;8167.00000;66;43;5226.55166;332658;847965
992s;12.2;39.1%;4972.69744;8167.00000;81;43;5625.49284;333600;850925
996s;12.2;39.1%;4973.48200;8167.00000;50;infeasible;334236;852409
1000s;12.2;39.1%;4974.50069;8167.00000;55;47;6873.57676;334744;854194
1007s;12.2;39.1%;4976.03960;8167.00000;44;51;7563.37896;335761;857615
1011s;12.2;39.1%;4976.80131;8167.00000;61;49;7213.26030;336184;859284
1015s;12.2;39.1%;4977.35443;8167.00000;29;45;7346.91566;336884;861079
1021s;12.2;39.0%;4979.13712;8167.00000;57;infeasible;337860;864287
1025s;12.2;39.0%;4979.86630;8167.00000;41;50;5664.68181;338483;866011
1033s;12.2;39.0%;4981.22130;8167.00000;61;46;6170.48373;339743;869275
1035s;12.2;39.0%;4982.50105;8167.00000;68;36;5653.28177;340178;871518
1042s;12.2;39.0%;4983.90683;8167.00000;50;infeasible;341381;874578
1045s;12.2;39.0%;4984.59232;8167.00000;44;infeasible;341870;876094
1052s;12.2;38.9%;4986.16427;8167.00000;57;infeasible;342945;879663
1056s;12.2;38.9%;4986.88666;8167.00000;71;48;6802.72713;343804;881279
1060s;12.2;38.9%;4988.03449;8167.00000;55;infeasible;344291;883885
1066s;12.2;38.9%;4989.62836;8167.00000;24;46;7879.43256;345286;887289
1072s;12.2;38.9%;4991.40026;8167.00000;46;cutoff;346277;890216
1076s;12.2;38.9%;4992.17876;8167.00000;63;48;6304.09975;347164;891834
1082s;12.2;38.9%;4993.66493;8167.00000;53;infeasible;348184;895315
1086s;12.3;38.8%;4994.48081;8167.00000;48;cutoff;348807;897006
1093s;12.3;38.8%;4996.12260;8167.00000;91;47;5389.22281;349973;900262
1096s;12.3;38.8%;4996.83069;8167.00000;55;infeasible;350598;902055
1100s;12.3;38.8%;4997.93657;8167.00000;36;55;7847.64952;351439;903871
1107s;12.3;38.8%;5000.08771;8167.00000;75;46;5225.49029;352803;907967
1110s;12.3;38.8%;5000.96498;8167.00000;51;infeasible;353267;910006
1116s;12.3;38.8%;5002.10872;8167.00000;109;42;5373.26357;354292;912861
1120s;12.3;38.7%;5002.92027;8167.00000;63;44;5214.17017;354923;914484
1127s;12.3;38.7%;5004.80958;8167.00000;52;infeasible;356170;918967
1130s;12.3;38.7%;5005.33315;8167.00000;67;48;5545.55638;356597;920376
1136s;12.3;38.7%;5006.71326;8167.00000;40;48;8100.40532;357439;923451
1140s;12.3;38.7%;5007.50024;8167.00000;53;51;5729.11385;358164;925098
1146s;12.3;38.7%;5009.09593;8167.00000;62;infeasible;359127;928599
1152s;12.3;38.6%;5010.76431;8167.00000;64;44;6518.74736;360274;931935
1155s;12.3;38.6%;5011.53656;8167.00000;46;infeasible;360770;933334
1161s;12.3;38.6%;5013.05142;8167.00000;72;46;5625.92248;361761;936577
1167s;12.3;38.6%;5014.38001;8167.00000;25;67;7903.50008;362717;939267
1170s;12.3;38.6%;5015.02537;8167.00000;42;cutoff;363344;940783
1178s;12.3;38.6%;5016.74338;8167.00000;73;38;5522.53872;364689;944025
1181s;12.3;38.6%;5017.71968;8167.00000;71;34;5666.31102;365212;946323
1187s;12.3;38.5%;5019.13916;8167.00000;85;43;5674.89467;366150;949566
1190s;12.3;38.5%;5019.98890;8167.00000;51;49;6604.60348;366773;951013
1197s;12.3;38.5%;5021.39956;8167.00000;59;47;5778.86471;368022;955122
1200s;12.3;38.5%;5022.05992;8167.00000;43;43;6122.76495;368389;956399
1207s;12.3;38.5%;5023.38183;8167.00000;72;infeasible;369501;959358
1211s;12.3;38.5%;5024.16677;8167.00000;52;infeasible;370189;960998
1217s;12.3;38.5%;5025.71519;8167.00000;19;52;7105.84095;371189;964366
1220s;12.3;38.5%;5026.26122;8167.00000;51;infeasible;371736;965981
1227s;12.3;38.4%;5027.92616;8167.00000;61;infeasible;372932;969365
1230s;12.3;38.4%;5028.58892;8167.00000;47;infeasible;373463;971037
1238s;12.3;38.4%;5029.87532;8167.00000;57;40;6679.64151;374955;974323
1241s;12.3;38.4%;5030.76133;8167.00000;77;46;6166.03386;375353;976640
1247s;12.3;38.4%;5032.00000;8167.00000;64;43;7122.28133;376437;980078
1250s;12.3;38.4%;5032.89979;8167.00000;64;44;7090.33973;376873;982336
1256s;12.3;38.4%;5034.07259;8167.00000;43;57;7842.08067;377851;984117
1262s;12.3;38.3%;5035.58066;8167.00000;76;42;5672.99737;378859;987170
1266s;12.3;38.3%;5036.13333;8167.00000;46;46;6760.01770;379400;988629
1273s;12.3;38.3%;5037.78948;8167.00000;53;51;7067.48243;380736;992101
1276s;12.3;38.3%;5038.59738;8167.00000;33;49;8096.18735;381230;994403
1280s;12.3;38.3%;5039.44620;8167.00000;79;46;5976.60555;381724;995982
1285s;12.3;38.3%;5040.91377;8167.00000;63;45;6848.04787;382650;999262
1290s;12.3;38.3%;5041.41887;8167.00000;76;41;5890.81564;383471;1000555
1295s;12.3;38.3%;5042.91356;8167.00000;67;41;6119.90480;384475;1004433
1301s;12.3;38.2%;5044.19535;8167.00000;56;48;5983.07569;385456;1007307
1307s;12.3;38.2%;5045.45758;8167.00000;37;51;7982.44853;386543;1010349
1311s;12.3;38.2%;5046.22735;8167.00000;66;48;7518.99663;387031;1012257
1317s;12.3;38.2%;5047.70105;8167.00000;46;48;7970.92301;387981;1015302
1320s;12.3;38.2%;5048.47417;8167.00000;74;42;6081.83290;388532;1016830
1326s;12.3;38.2%;5049.77518;8167.00000;49;cutoff;389386;1020031
1330s;12.3;38.2%;5050.39429;8167.00000;55;infeasible;390002;1021263
1337s;12.3;38.1%;5051.75216;8167.00000;37;49;6763.63273;391206;1025402
1340s;12.3;38.1%;5052.29716;8167.00000;63;41;5512.22565;391756;1026819
1347s;12.3;38.1%;5053.64474;8167.00000;42;57;7496.21781;392792;1030112
1350s;12.3;38.1%;5054.24547;8167.00000;59;47;5896.60651;393335;1031628
1357s;12.4;38.1%;5055.56416;8167.00000;92;41;5069.56990;394581;1034974
1360s;12.3;38.1%;5056.24242;8167.00000;48;50;7506.11502;395109;1036970
1367s;12.3;38.1%;5057.67067;8167.00000;70;47;5614.41805;396175;1040307
1370s;12.4;38.1%;5058.20599;8167.00000;65;41;5601.30976;396639;1041856
1377s;12.4;38.0%;5059.67841;8167.00000;75;44;6923.79136;397677;1044858
1381s;12.4;38.0%;5060.53098;8167.00000;68;46;5817.65584;398297;1046799
1387s;12.4;38.0%;5061.86440;8167.00000;26;51;7012.31962;399301;1050439
1391s;12.4;38.0%;5062.67822;8167.00000;99;44;5131.11236;399820;1052040
1397s;12.4;38.0%;5064.16445;8167.00000;54;52;6596.38757;400733;1055224
1401s;12.4;38.0%;5064.87342;8167.00000;30;44;6326.94118;401235;1056671
1405s;12.4;38.0%;5065.35907;8167.00000;52;infeasible;402044;1058368
1411s;12.4;38.0%;5066.82523;8167.00000;38;48;7311.57638;403060;1062127
1417s;12.4;37.9%;5068.17476;8167.00000;53;47;6205.82228;404091;1065130
1421s;12.4;37.9%;5068.78973;8167.00000;68;43;5807.47122;404649;1066713
1429s;12.4;37.9%;5070.44427;8167.00000;65;44;5408.01245;405934;1070130
1432s;12.4;37.9%;5071.49181;8167.00000;82;40;5290.95001;406479;1072323
1436s;12.4;37.9%;5072.19194;8167.00000;60;48;7455.24260;406908;1073996
1442s;12.4;37.9%;5073.53596;8167.00000;28;49;7370.14621;407934;1077068
1446s;12.4;37.9%;5074.16655;8167.00000;61;infeasible;408360;1078707
1453s;12.4;37.9%;5075.72310;8167.00000;78;45;6149.45579;409546;1081812
1456s;12.4;37.8%;5076.40339;8167.00000;54;infeasible;410064;1083581
1463s;12.4;37.8%;5077.27306;8167.00000;54;42;6864.42248;411340;1086781
1465s;12.4;37.8%;5078.09694;8167.00000;60;42;6626.78996;411762;1089222
1471s;12.4;37.8%;5079.26736;8167.00000;60;43;5659.49062;412656;1092462
1477s;12.4;37.8%;5080.68337;8167.00000;53;54;7054.94882;413549;1095116
1480s;12.4;37.8%;5081.26272;8167.00000;53;46;7090.20767;414012;1096463
1486s;12.4;37.8%;5082.57008;8167.00000;77;51;6218.25917;415018;1099417
1493s;12.4;37.8%;5083.69287;8167.00000;45;53;7628.21035;415958;1102648
1496s;12.4;37.7%;5084.37176;8167.00000;50;infeasible;416471;1104078
1500s;12.4;37.7%;5085.34262;8167.00000;46;infeasible;417039;1106702
1506s;12.4;37.7%;5086.64094;8167.00000;37;55;6383.14713;418005;1108756
1510s;12.4;37.7%;5087.48711;8167.00000;44;infeasible;418589;1111216
1517s;12.4;37.7%;5088.88944;8167.00000;55;infeasible;419897;1113823
1521s;12.4;37.7%;5089.71459;8167.00000;68;47;6034.38181;420442;1115994
1528s;12.4;37.7%;5091.18929;8167.00000;87;47;5616.40922;421506;1119310
1531s;12.4;37.7%;5091.92720;8167.00000;64;48;7860.45688;422010;1120976
1535s;12.4;37.6%;5092.42712;8167.00000;79;49;5945.16098;422460;1122586
1542s;12.4;37.6%;5094.12598;8167.00000;67;44;5480.66185;423567;1125924
1545s;12.4;37.6%;5094.82428;8167.00000;25;40;7959.31754;424015;1127806
1551s;12.4;37.6%;5095.82042;8167.00000;53;cutoff;424956;1131045
1555s;12.4;37.6%;5096.47095;8167.00000;43;infeasible;425614;1132635
1561s;12.4;37.6%;5097.63997;8167.00000;40;50;6727.27896;426595;1136059
1565s;12.4;37.6%;5098.35082;8167.00000;71;46;5781.98666;427157;1137592
1572s;12.4;37.6%;5099.57789;8167.00000;75;42;5161.53370;428159;1140913
